gene_symbol,degree,betweenness,combined_score,is_hub,is_druggable,small_molecule,antibody,other_modality
TP53,0.12987012987012989,0.03128737812823723,0.08057875399918356,True,True,False,False,True
STAT3,0.12987012987012989,0.024059329709281707,0.0769647297897058,True,True,False,False,True
IL6,0.09090909090909091,0.018568855679696298,0.0547389732943936,True,True,False,False,True
RELA,0.09090909090909091,0.015040259733712568,0.05297467532140174,True,True,False,False,True
MDM2,0.07792207792207792,0.01417107706259731,0.04604657749233761,True,True,False,False,True
CAV1,0.07142857142857144,0.018773395256715855,0.04510098334264365,True,True,False,False,True
FOXO3,0.07142857142857144,0.005998706766892831,0.038713639097732136,True,True,False,False,True
FOXO1,0.06493506493506494,0.004860973373833064,0.034898019154449005,True,True,False,False,True
CARM1,0.05194805194805195,0.015212646417330103,0.033580349182691024,True,True,False,False,True
ATM,0.05194805194805195,0.013155275374102299,0.032551663661077125,True,True,False,False,True
CDK2,0.05844155844155845,0.003219787832723914,0.03083067313714118,True,True,False,False,True
E2F1,0.05194805194805195,0.00532264342570221,0.02863534768687708,True,True,False,False,True
H3F3B,0.045454545454545456,0.005534334946099653,0.025494440200322554,True,False,False,False,False
SP1,0.045454545454545456,0.003651111635759421,0.02455282854515244,True,True,False,False,True
IGF1R,0.045454545454545456,0.0032874396256112564,0.024370992540078355,True,True,False,False,True
STAT1,0.03896103896103896,0.0007281135036585043,0.019844576232348733,True,True,False,False,True
IL6ST,0.03896103896103896,0.0002058580489953039,0.019583448505017132,False,True,False,False,True
PARP1,0.03246753246753247,0.004172513600607866,0.018320023034070168,False,True,False,False,True
CHUK,0.03246753246753247,0.0010404590363846794,0.016753995751958576,False,True,False,False,True
STAT5A,0.03246753246753247,0.0006928023734746423,0.016580167420503555,False,True,False,False,True
CXCL2,0.03246753246753247,0.0003855354778076809,0.016426533972670077,False,True,False,False,True
LIF,0.03246753246753247,5.6588291882409526e-05,0.01626206037970744,False,True,False,False,True
FBXW7,0.025974025974025976,0.00013873600581010818,0.013056380989918043,False,True,False,False,True
ZEB1,0.025974025974025976,6.88368399089051e-05,0.01302143140696744,False,True,False,False,True
HIST2H3A,0.025974025974025976,0.0,0.012987012987012988,False,False,False,False,False
HIST1H3G,0.025974025974025976,0.0,0.012987012987012988,False,False,False,False,False
CCL3,0.025974025974025976,0.0,0.012987012987012988,False,True,False,False,True
HIST2H3C,0.025974025974025976,0.0,0.012987012987012988,False,False,False,False,False
MEF2C,0.01948051948051948,0.002756051915715782,0.011118285698117632,False,True,False,False,True
SMARCD1,0.01948051948051948,0.0018243338806315612,0.01065242668057552,False,True,False,False,True
PRKCB,0.01948051948051948,0.00021040036567986876,0.009845459923099674,False,True,False,False,True
NAMPT,0.012987012987012988,0.004329004329004329,0.008658008658008658,False,True,False,False,True
